episode,betabernoulli_ts_reward_mean,betabernoulli_ts_reward_std,betabernoulli_ts_regret_mean,betabernoulli_ts_regret_std,gaussian_hierarchical_ts_reward_mean,gaussian_hierarchical_ts_reward_std,gaussian_hierarchical_ts_regret_mean,gaussian_hierarchical_ts_regret_std,contextual_bayesian_ts_reward_mean,contextual_bayesian_ts_reward_std,contextual_bayesian_ts_regret_mean,contextual_bayesian_ts_regret_std,epsilongreedy_reward_mean,epsilongreedy_reward_std,epsilongreedy_regret_mean,epsilongreedy_regret_std,ucb_reward_mean,ucb_reward_std,ucb_regret_mean,ucb_regret_std
12,7.666666666666667,1.8856180831641267,3.933333333333334,1.087300428686673,6.96676431265286,1.3383829838236785,3.8000000000000007,0.43204937989385733,3.6666666666666665,0.4714045207910317,5.052423454565524,0.6753353713351168,7.333333333333333,2.0548046676563256,2.1999999999999997,2.0848661028149187,6.333333333333333,1.247219128924647,3.8000000000000003,0.43204937989385733
13,8.666666666666666,1.8856180831641267,4.133333333333334,1.2364824660660942,7.479953287255633,1.0370115789861984,4.2,0.28284271247461906,4.0,0.0,5.47357225224133,0.5348550034070717,8.0,2.160246899469287,2.266666666666667,2.1746008573733455,7.0,1.4142135623730951,4.0,0.43204937989385755
14,9.333333333333334,1.699673171197595,4.333333333333334,1.42672897060218,8.199182311523337,1.4810324502007555,4.266666666666667,0.3771236166328255,4.0,0.0,5.7131981543237975,0.5877213724592298,8.666666666666666,2.357022603955158,2.3333333333333335,2.264705033528404,7.333333333333333,1.8856180831641267,4.4,0.7483314773547883
15,9.666666666666666,1.247219128924647,4.933333333333334,1.319932658214889,8.856122511264514,1.331748377855034,4.466666666666668,0.4109609335312651,4.666666666666667,0.4714045207910317,6.0780729284125785,0.5299746750341116,9.666666666666666,2.357022603955158,2.4000000000000004,2.3551362310207593,8.0,1.4142135623730951,4.466666666666667,0.7363574011458174
16,10.666666666666666,1.247219128924647,4.933333333333334,1.319932658214889,9.617804384477772,1.3183869964965305,4.533333333333334,0.498887651569859,5.0,0.816496580927726,6.359346327592989,0.4008834481984022,10.0,2.160246899469287,2.466666666666667,2.445858177045886,8.666666666666666,1.699673171197595,4.533333333333334,0.7363574011458175
17,11.666666666666666,1.247219128924647,5.066666666666667,1.472714802291635,10.485044260723205,1.3676559943430424,4.533333333333334,0.498887651569859,6.0,0.816496580927726,6.9682234927787325,0.17107626253532413,11.0,2.160246899469287,2.5333333333333337,2.5368396787253933,9.333333333333334,1.8856180831641267,4.733333333333333,0.8993825042154696
18,12.333333333333334,1.247219128924647,5.2,1.6329931618554525,11.067206910401614,1.854557732390575,4.600000000000001,0.5887840577551899,6.666666666666667,0.4714045207910317,7.481781116645183,0.40334591363212013,11.666666666666666,2.494438257849294,2.6,2.6280537792569367,10.0,2.160246899469287,4.9333333333333345,1.062491830033949
19,13.333333333333334,1.247219128924647,5.333333333333335,1.7987650084309392,11.993245662469157,1.9577040365797462,4.666666666666668,0.6798692684790383,7.333333333333333,0.9428090415820634,7.900067105265227,0.29754490957523977,12.666666666666666,2.494438257849294,2.6,2.6280537792569367,10.666666666666666,2.494438257849294,5.066666666666667,1.1469767022723507
20,14.333333333333334,1.247219128924647,5.333333333333335,1.7987650084309392,12.807977877631354,1.8186810599506862,4.800000000000001,0.5656854249492383,7.666666666666667,1.247219128924647,8.395690188493983,0.447157851698223,13.666666666666666,2.494438257849294,2.6,2.6280537792569367,11.333333333333334,2.0548046676563256,5.133333333333334,1.1585431464655183
21,15.333333333333334,1.247219128924647,5.466666666666668,1.9686430746977874,13.670687589794035,1.8246232116908176,4.9333333333333345,0.6182412330330472,8.0,0.816496580927726,8.619819630918405,0.3160896254286903,14.333333333333334,2.6246692913372702,2.6,2.6280537792569367,12.0,1.632993161855452,5.333333333333335,0.9977753031397183
22,16.333333333333332,1.247219128924647,5.466666666666668,1.9686430746977874,14.748220200762168,1.7434271590205492,5.000000000000001,0.58878405775519,8.333333333333334,0.9428090415820634,8.900986260174626,0.6568130376555571,15.0,2.8284271247461903,2.6,2.6280537792569367,12.666666666666666,1.247219128924647,5.666666666666668,0.659966329107445
23,17.0,1.632993161855452,5.466666666666668,1.9686430746977874,15.714113375642869,1.5107215048851976,5.000000000000001,0.58878405775519,8.333333333333334,0.9428090415820634,9.421648165896,0.5884302995459131,16.0,2.8284271247461903,2.6,2.6280537792569367,13.333333333333334,0.9428090415820634,5.733333333333334,0.6798692684790387
24,18.0,1.632993161855452,5.666666666666668,1.8785337071473833,16.471824649670136,1.6126688961176927,5.000000000000001,0.58878405775519,9.0,1.4142135623730951,9.907515060020405,0.3342905185837415,17.0,2.8284271247461903,2.6666666666666674,2.6042699979499484,14.333333333333334,0.9428090415820634,5.800000000000001,0.7118052168020882
25,19.0,1.632993161855452,5.666666666666668,1.8785337071473833,17.269058302164137,1.544188783899092,5.000000000000001,0.58878405775519,9.333333333333334,0.9428090415820634,10.083514264256658,0.4463131654208053,18.0,2.8284271247461903,2.733333333333334,2.5837096500101473,15.0,0.816496580927726,5.866666666666668,0.7542472332656516
26,19.666666666666668,1.699673171197595,5.800000000000002,2.046134567096375,17.932886847410867,1.458065163593859,5.000000000000001,0.58878405775519,10.333333333333334,0.9428090415820634,10.447120451158268,0.5170359537089362,18.333333333333332,2.6246692913372702,2.8000000000000007,2.566450207322688,16.0,0.816496580927726,5.9333333333333345,0.8055363982396391
27,20.333333333333332,1.247219128924647,5.800000000000002,2.046134567096375,19.325169003407982,1.162861222890444,5.000000000000001,0.58878405775519,10.333333333333334,0.9428090415820634,10.911861274441344,0.25699488767495837,19.333333333333332,2.6246692913372702,2.866666666666667,2.55255862921022,17.0,0.816496580927726,6.000000000000001,0.8640987597877158
28,21.0,0.816496580927726,5.866666666666668,1.9686430746977874,20.004040854086274,0.8627496604678292,5.000000000000001,0.58878405775519,11.0,0.816496580927726,11.149382211376597,0.31384210647424976,20.333333333333332,2.6246692913372702,2.933333333333334,2.5420901286583497,18.0,0.816496580927726,6.066666666666667,0.9285592184789424
29,21.333333333333332,1.247219128924647,6.000000000000001,1.959591794226543,21.084210466944526,1.0095370271169524,5.066666666666667,0.5734883511361752,11.666666666666666,0.4714045207910317,11.325902431783879,0.32164015560995385,21.0,2.8284271247461903,3.0000000000000004,2.5350871122442062,19.0,0.816496580927726,6.1333333333333355,0.997775303139719
30,22.333333333333332,1.247219128924647,6.000000000000001,1.959591794226543,21.997150370249628,0.8277236189799503,5.066666666666667,0.5734883511361752,12.0,0.816496580927726,11.963840497026652,0.4813393164071928,21.666666666666668,2.3570226039551585,3.0666666666666678,2.531578339473004,20.0,0.816496580927726,6.200000000000002,1.0708252269472687
31,23.333333333333332,1.247219128924647,6.000000000000001,1.959591794226543,22.775278724750525,0.8924624930750774,5.333333333333335,0.6599663291074443,12.666666666666666,0.9428090415820634,12.225872355568093,0.18342868430353906,22.333333333333332,2.6246692913372702,3.133333333333334,2.531578339473004,20.666666666666668,0.9428090415820634,6.266666666666668,1.1469767022723516
32,24.333333333333332,1.247219128924647,6.266666666666668,2.2939534045447014,23.0819969471617,0.9767491334346887,5.400000000000001,0.7118052168020874,12.666666666666666,0.9428090415820634,12.349412039083719,0.2227928595488131,23.333333333333332,2.6246692913372702,3.133333333333334,2.531578339473004,21.333333333333332,1.247219128924647,6.266666666666668,1.1469767022723516
33,25.333333333333332,1.247219128924647,6.266666666666668,2.2939534045447014,24.102507388666112,1.0738100411629645,5.466666666666668,0.7717224601860151,13.0,0.816496580927726,12.60209056115601,0.0647708614865291,24.333333333333332,2.6246692913372702,3.2666666666666675,2.4513035081133654,22.333333333333332,1.247219128924647,6.333333333333335,1.2256517540566838
34,26.0,1.4142135623730951,6.666666666666669,2.4944382578492954,24.71929557371948,1.2077185478313042,5.600000000000001,0.8640987597877147,13.0,0.816496580927726,12.986139827572048,0.2825125218443925,25.0,2.160246899469287,3.400000000000001,2.372059583287627,23.333333333333332,1.247219128924647,6.400000000000002,1.306394529484363
35,26.666666666666668,0.9428090415820634,6.733333333333337,2.4239545283597135,25.512024127050235,0.9819310741864802,5.666666666666669,0.9285592184789414,13.666666666666666,1.247219128924647,13.161249009647873,0.2705903841144616,26.0,2.160246899469287,3.466666666666668,2.3795424396766336,24.333333333333332,1.247219128924647,6.466666666666669,1.3888444437333118
36,27.666666666666668,0.9428090415820634,6.733333333333337,2.4239545283597135,26.26678796101982,0.7631658327074563,5.733333333333334,0.9977753031397179,14.333333333333334,1.699673171197595,13.47534042998042,0.23316240506590646,26.666666666666668,1.699673171197595,3.5333333333333345,2.3907228102721487,25.333333333333332,1.247219128924647,6.533333333333335,1.4727148022916356
37,28.333333333333332,0.4714045207910317,6.733333333333337,2.4239545283597135,26.85178898067083,0.6148665622947791,5.800000000000002,1.0708252269472676,14.333333333333334,1.699673171197595,13.879888810458533,0.5074749262508128,27.0,2.160246899469287,3.6000000000000014,2.4055491403558293,26.333333333333332,1.247219128924647,6.600000000000001,1.5577761927397236
38,29.333333333333332,0.4714045207910317,6.733333333333337,2.4239545283597135,27.55812586298262,0.3834975389053287,5.800000000000002,1.0708252269472676,14.666666666666666,1.247219128924647,14.483156050072552,0.5274551796055362,28.0,2.160246899469287,3.666666666666668,2.423954528359713,27.333333333333332,1.247219128924647,6.666666666666668,1.643843734125061
39,30.333333333333332,0.4714045207910317,6.733333333333337,2.4239545283597135,28.297971015269894,0.44623723158637424,5.866666666666668,1.1469767022723505,15.0,1.632993161855452,15.024429515460994,0.5873726253373864,29.0,2.160246899469287,3.7333333333333343,2.445858177045886,28.0,1.632993161855452,6.733333333333334,1.730767331432956
40,31.333333333333332,0.4714045207910317,6.733333333333337,2.4239545283597135,29.146682867229504,0.46187057733511616,5.866666666666668,1.1469767022723505,15.666666666666666,1.699673171197595,15.570894511176954,0.6821912032428529,29.666666666666668,1.699673171197595,3.7333333333333343,2.445858177045886,28.666666666666668,2.0548046676563256,6.800000000000001,1.8184242262647807
41,32.0,0.816496580927726,7.000000000000003,2.7856776554368254,29.857134866535983,0.5848500465922619,5.866666666666668,1.1469767022723505,16.666666666666668,1.699673171197595,15.81809192283504,0.910648485049051,30.666666666666668,1.699673171197595,3.800000000000001,2.471167065713419,29.666666666666668,2.0548046676563256,6.933333333333334,1.9955506062794353
42,33.0,0.816496580927726,7.000000000000003,2.7856776554368254,30.864667771714007,0.862109135445327,6.066666666666667,1.0624918300339488,17.0,2.160246899469287,16.2859330743033,0.8141589678679382,31.666666666666668,1.699673171197595,3.8666666666666685,2.4997777679003574,30.333333333333332,1.699673171197595,7.066666666666667,2.174600857373345
43,34.0,0.816496580927726,7.1333333333333355,2.6549743668986516,31.656408478683215,0.9306747819058923,6.066666666666667,1.0624918300339488,17.333333333333332,1.8856180831641267,16.98271434754243,0.7287713236500769,32.333333333333336,1.247219128924647,3.933333333333335,2.531578339473004,31.333333333333332,1.699673171197595,7.2,2.3551362310207593
44,35.0,0.816496580927726,7.1333333333333355,2.6549743668986516,32.76479467863694,0.8613786676609682,6.1333333333333355,1.1469767022723505,17.666666666666668,2.3570226039551585,17.153722126323185,0.8292250173620128,33.0,1.4142135623730951,4.000000000000001,2.5664502073226885,32.0,2.160246899469287,7.333333333333335,2.5368396787253933
45,35.666666666666664,0.9428090415820634,7.1333333333333355,2.6549743668986516,33.231238364233434,0.8183433511257568,6.266666666666668,0.9977753031397179,18.0,2.160246899469287,17.59082367549256,1.0354488479946296,34.0,1.4142135623730951,4.066666666666668,2.604269997949949,32.333333333333336,2.494438257849294,7.533333333333334,2.8110891523077353
46,36.666666666666664,0.9428090415820634,7.1333333333333355,2.6549743668986516,34.478627884263325,0.6224067047634668,6.266666666666668,0.9977753031397179,18.666666666666668,2.3570226039551585,17.82895956942045,0.8129618544799352,34.666666666666664,1.699673171197595,4.200000000000002,2.550816862627866,33.333333333333336,2.494438257849294,7.666666666666668,2.9948103260288272
47,37.666666666666664,0.9428090415820634,7.1333333333333355,2.6549743668986516,35.16509168400507,0.4463931732401486,6.266666666666668,0.9977753031397179,19.333333333333332,2.6246692913372702,18.228091013083205,0.9176234396584299,35.0,2.160246899469287,4.266666666666668,2.5940101944458305,34.0,2.943920288775949,7.800000000000001,3.179098404684364
48,38.333333333333336,1.247219128924647,7.1333333333333355,2.6549743668986516,36.13479989716064,0.6299797519017226,6.266666666666668,0.9977753031397179,20.333333333333332,2.6246692913372702,18.666427094120326,1.1299230534251572,35.666666666666664,2.357022603955158,4.333333333333335,2.6398653164297787,35.0,2.943920288775949,7.866666666666667,3.2714251057027455
49,39.333333333333336,1.247219128924647,7.1333333333333355,2.6549743668986516,36.99266781067741,0.7901349160425557,6.266666666666668,0.9977753031397179,20.333333333333332,2.6246692913372702,19.222447374861176,1.1541581031031742,36.333333333333336,1.8856180831641267,4.533333333333335,2.499777767900358,35.666666666666664,3.39934634239519,7.933333333333334,3.36386021641143
50,40.333333333333336,1.247219128924647,7.1333333333333355,2.6549743668986516,38.019481322967636,0.7386471581106855,6.266666666666668,0.9977753031397179,21.333333333333332,2.6246692913372702,19.585871268148516,1.3227675273904786,37.333333333333336,1.8856180831641267,4.600000000000001,2.5508168626278667,36.333333333333336,3.8586123009300755,8.0,3.4563950391508578
51,41.333333333333336,1.247219128924647,7.1333333333333355,2.6549743668986516,39.12505715174086,0.7867182695739185,6.266666666666668,0.9977753031397179,21.666666666666668,2.3570226039551585,19.987026635114635,1.3503739069369611,38.333333333333336,1.8856180831641267,4.666666666666669,2.6042699979499493,37.0,4.320493798938574,8.066666666666666,3.5490217744549764
52,42.333333333333336,1.247219128924647,7.1333333333333355,2.6549743668986516,40.21880347162634,0.6235240273688243,6.266666666666668,0.9977753031397179,22.666666666666668,2.3570226039551585,20.508657095358735,1.1996442779232428,39.0,2.160246899469287,4.733333333333335,2.659991645768002,38.0,4.320493798938574,8.200000000000001,3.734523619776244
53,43.333333333333336,1.247219128924647,7.1333333333333355,2.6549743668986516,41.15005217691482,0.47356564705175264,6.333333333333336,1.087300428686673,23.666666666666668,2.3570226039551585,20.944115490076875,1.2990588598003132,39.666666666666664,2.494438257849294,4.933333333333335,2.7920522121829245,39.0,4.320493798938574,8.333333333333334,3.9203174474637743
54,44.333333333333336,1.247219128924647,7.1333333333333355,2.6549743668986516,42.07430275010713,0.202427569883661,6.333333333333336,1.087300428686673,24.333333333333332,1.8856180831641267,20.99782306990519,1.2239323400567348,40.333333333333336,2.6246692913372702,5.1333333333333355,2.927266453346688,39.666666666666664,4.784233364802441,8.466666666666667,4.106363625182531
55,45.333333333333336,1.247219128924647,7.1333333333333355,2.6549743668986516,42.88256216749477,0.24640452452282058,6.333333333333336,1.087300428686673,25.333333333333332,1.8856180831641267,21.36427353720781,1.1489159319317006,41.333333333333336,2.6246692913372702,5.200000000000002,2.9799328851502698,40.333333333333336,5.2493385826745405,8.466666666666667,4.106363625182531
56,46.333333333333336,1.247219128924647,7.1333333333333355,2.6549743668986516,43.55914694449471,0.27912908411757237,6.466666666666669,0.9568466729604885,25.666666666666668,1.699673171197595,21.678646618424626,0.8393289018489837,42.333333333333336,2.6246692913372702,5.266666666666669,3.0346151137976127,41.0,5.715476066494082,8.6,4.292629341868065
57,47.333333333333336,1.247219128924647,7.1333333333333355,2.6549743668986516,44.60725711573691,0.3818971049409964,6.533333333333336,1.049867716534908,26.333333333333332,1.247219128924647,21.924987447688377,1.0091551687480471,42.666666666666664,2.494438257849294,5.733333333333337,2.8394052585395824,42.0,5.715476066494082,8.666666666666666,4.3858357875729395
58,48.0,1.632993161855452,7.1333333333333355,2.6549743668986516,45.66606732467282,0.323964965493359,6.533333333333336,1.049867716534908,26.666666666666668,1.699673171197595,22.361163191770345,1.1604443263064421,43.333333333333336,2.8674417556808756,5.933333333333336,3.034615113797613,43.0,5.715476066494082,8.733333333333333,4.479087208597552
59,49.0,1.632993161855452,7.1333333333333355,2.6549743668986516,46.75333081464938,0.19214476730694477,6.533333333333336,1.049867716534908,27.333333333333332,1.8856180831641267,22.541449517427836,1.2292112207489583,44.333333333333336,2.8674417556808756,6.000000000000003,3.1026870075253608,44.0,5.715476066494082,8.799999999999999,4.5723808531952645
60,50.0,1.632993161855452,7.1333333333333355,2.6549743668986516,47.69291459512777,0.3488341010441482,6.533333333333336,1.049867716534908,28.0,1.4142135623730951,22.692386882125618,1.2807735207480848,45.333333333333336,2.8674417556808756,6.066666666666669,3.1721006008987533,44.666666666666664,6.182412330330469,8.866666666666665,4.665714188512716
61,51.0,1.632993161855452,7.1333333333333355,2.6549743668986516,48.75850558044516,0.0860283205605192,6.533333333333336,1.049867716534908,28.0,1.4142135623730951,22.986345851121786,1.588089156230408,46.333333333333336,2.8674417556808756,6.1333333333333355,3.242769735204084,45.333333333333336,6.649979114420001,8.933333333333332,4.759084879353264
62,52.0,1.632993161855452,7.1333333333333355,2.6549743668986516,49.78387876065568,0.45359466388074327,6.533333333333336,1.049867716534908,28.666666666666668,1.699673171197595,23.26794540889045,1.7884567786149832,47.333333333333336,2.8674417556808756,6.200000000000002,3.314614105241615,46.333333333333336,6.649979114420001,8.999999999999998,4.852490769354089
63,53.0,1.632993161855452,7.1333333333333355,2.6549743668986516,50.80363977283313,0.39797809655477373,6.533333333333336,1.049867716534908,29.666666666666668,1.699673171197595,23.757615880827146,1.7734672830133957,48.0,3.265986323710904,6.266666666666668,3.3875589375766677,47.333333333333336,6.649979114420001,9.066666666666665,4.9459298642643725
64,54.0,1.632993161855452,7.1333333333333355,2.6549743668986516,51.571925369239295,0.34839034244927347,6.533333333333336,1.049867716534908,30.666666666666668,1.699673171197595,24.29648033630109,1.6722253856063316,49.0,3.265986323710904,6.333333333333335,3.4615346628659127,48.0,7.118052168020874,9.133333333333333,5.039400317057133
65,55.0,1.632993161855452,7.1333333333333355,2.6549743668986516,52.133566234596465,0.6105690235160048,6.600000000000001,1.143095213298816,31.0,1.632993161855452,24.695243621717207,1.93122620856993,49.666666666666664,3.299831645537222,6.400000000000001,3.536476589299959,48.333333333333336,7.408703590297622,9.2,5.1329004146453725
66,55.333333333333336,1.699673171197595,7.1333333333333355,2.6549743668986516,53.043707553836214,1.0017157821727767,6.600000000000001,1.143095213298816,31.666666666666668,1.699673171197595,25.13299611944871,2.235973330604503,50.666666666666664,3.299831645537222,6.466666666666668,3.6123245824384176,49.0,7.874007874011811,9.333333333333332,5.319983291535998
67,56.333333333333336,1.699673171197595,7.1333333333333355,2.6549743668986516,53.84227280580611,1.0710253122800135,6.600000000000001,1.143095213298816,32.333333333333336,2.0548046676563256,25.643031721069235,2.4629405269441924,51.333333333333336,3.6817870057290873,6.533333333333334,3.6890227552685126,49.666666666666664,7.71722460186015,9.399999999999999,5.413563213509807
68,57.0,1.632993161855452,7.1333333333333355,2.6549743668986516,54.69478593169176,1.2671246737428767,6.600000000000001,1.143095213298816,33.0,1.632993161855452,26.03099879442374,2.508056070440251,52.0,4.08248290463863,6.6000000000000005,3.766519171153475,50.666666666666664,7.71722460186015,9.466666666666665,5.507167047483565
69,57.666666666666664,2.0548046676563256,7.1333333333333355,2.6549743668986516,55.50939724154686,1.216659793768009,6.600000000000001,1.143095213298816,33.333333333333336,1.699673171197595,26.11491272768509,2.4469207303281864,53.0,4.08248290463863,6.666666666666667,3.844765561412323,51.333333333333336,8.178562764256865,9.533333333333331,5.600793594562189
70,58.666666666666664,2.0548046676563256,7.1333333333333355,2.6549743668986516,56.176505048735066,1.5756786035743346,6.600000000000001,1.143095213298816,33.666666666666664,1.8856180831641267,26.378857426861966,2.466370772857881,53.666666666666664,4.4969125210773475,6.733333333333333,3.9237170585499084,52.333333333333336,8.178562764256865,9.599999999999998,5.694441734416695
71,59.666666666666664,2.0548046676563256,7.1333333333333355,2.6549743668986516,57.00773216994974,1.6198980013139068,6.600000000000001,1.143095213298816,34.0,1.4142135623730951,26.619333728236565,2.620690124498729,54.333333333333336,4.4969125210773475,6.8,4.003331945600646,53.0,8.640987597877148,9.666666666666664,5.788110418972859
72,60.0,1.632993161855452,7.266666666666668,2.5315783394730045,57.9100743522229,1.5974274162810498,6.600000000000001,1.143095213298816,34.666666666666664,1.247219128924647,27.05263796559908,2.8264690282487295,55.0,4.898979485566356,6.866666666666666,4.083571421630279,53.666666666666664,8.339997335464536,9.73333333333333,5.881798666696736
73,61.0,1.632993161855452,7.266666666666668,2.5315783394730045,58.41219207679495,1.5401949046585084,6.600000000000001,1.143095213298816,35.333333333333336,0.9428090415820634,27.469196812066865,2.8117467903624687,56.0,4.898979485566356,6.933333333333333,4.164399383131042,54.666666666666664,8.339997335464536,9.799999999999997,5.9755055574124105
74,62.0,1.632993161855452,7.266666666666668,2.5315783394730045,59.46398119682119,1.5222784809315697,6.600000000000001,1.143095213298816,36.0,1.4142135623730951,28.063723532139022,2.7321418004227223,56.666666666666664,5.312459150169743,6.999999999999999,4.245782220824173,55.0,8.640987597877148,9.866666666666664,6.069230227595217
75,63.0,1.632993161855452,7.266666666666668,2.5315783394730045,60.19689090690784,1.4126582114109447,6.600000000000001,1.143095213298816,36.333333333333336,1.699673171197595,28.39671390330355,2.685107113421548,57.333333333333336,5.312459150169743,7.0666666666666655,4.327688631231325,56.0,8.640987597877148,9.866666666666664,6.069230227595217
76,63.666666666666664,2.0548046676563256,7.266666666666668,2.5315783394730045,60.69641888549845,1.5892403787755414,6.600000000000001,1.143095213298816,37.333333333333336,1.699673171197595,28.475576252729866,2.7418165887392005,57.666666666666664,5.312459150169743,7.399999999999999,4.092269134192745,57.0,8.640987597877148,9.866666666666664,6.069230227595217
77,64.33333333333333,1.699673171197595,7.266666666666668,2.5315783394730045,61.627935866140994,1.4759693898849893,6.86666666666667,1.225651754056682,38.0,1.4142135623730951,28.786595064322544,3.0317831768813046,58.333333333333336,5.312459150169743,7.666666666666664,4.164399383131041,57.666666666666664,8.339997335464536,9.866666666666664,6.069230227595217
78,65.33333333333333,1.699673171197595,7.266666666666668,2.5315783394730045,62.88145062991985,1.4373559265514186,6.86666666666667,1.225651754056682,39.0,1.4142135623730951,29.39066157786893,2.8731507878163987,59.333333333333336,5.312459150169743,7.733333333333332,4.246828882302125,58.333333333333336,8.806563209081938,9.866666666666664,6.069230227595217
79,66.0,1.4142135623730951,7.400000000000002,2.416609194718916,63.98803652991728,1.4960574553397616,6.86666666666667,1.225651754056682,40.0,1.4142135623730951,29.717184183054243,2.8965133185928194,60.333333333333336,5.312459150169743,7.93333333333333,4.327688631231324,59.333333333333336,8.806563209081938,9.866666666666664,6.069230227595217
80,66.66666666666667,1.8856180831641267,7.600000000000002,2.698147512646409,64.73000714007101,1.461212608646777,6.86666666666667,1.225651754056682,41.0,1.4142135623730951,30.002060666391987,2.983967205536075,61.0,5.715476066494082,7.999999999999997,4.409081537009716,60.333333333333336,8.806563209081938,9.866666666666664,6.069230227595217
81,67.33333333333333,2.357022603955158,7.800000000000003,2.979932885150269,65.25588426591462,1.7820919814342189,6.9333333333333345,1.3199326582148878,41.333333333333336,1.699673171197595,30.248475645900765,3.0455904106110805,62.0,5.715476066494082,8.066666666666663,4.49097861149314,61.333333333333336,8.806563209081938,9.866666666666664,6.069230227595217
82,68.33333333333333,2.357022603955158,7.800000000000003,2.979932885150269,66.20531910559778,1.6652535734271743,6.9333333333333345,1.3199326582148878,42.0,1.4142135623730951,30.43600766487231,2.860803895331025,62.666666666666664,6.128258770283412,8.133333333333331,4.573352769637994,62.333333333333336,8.806563209081938,9.866666666666664,6.069230227595217
